scope,protocol,observation_count,noise,delta_T_sw_K,seed,true_gamma_sub,gamma_hat,relative_error,point_success,set_contains_true,set_coverage,certificate_acceptance,conditional_accuracy_given_acceptance,abstention_refusal,set_size,set_members,remote_candidate_deleted_acceptance,remote_candidate_deletion_decision_changed
nominal_coverage,triangle,8,0.0,0.0,20261215,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261216,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261217,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261218,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261219,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261220,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261221,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261222,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261223,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261224,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261225,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261226,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261227,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261228,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261229,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261230,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261231,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261232,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261233,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261234,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261235,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261236,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261237,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261238,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261239,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261240,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261241,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261242,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261243,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261244,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261245,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261246,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261247,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261248,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261249,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261250,500000000.0,500000000.0,0.0,True,True,True,True,True,False,1,500000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261201,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261202,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261203,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261204,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261205,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261206,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261207,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261208,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261209,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261210,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261211,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261212,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261213,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261214,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261215,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261216,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261217,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261218,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261219,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261220,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261221,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261222,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261223,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261224,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261225,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261226,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261227,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261228,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261229,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261230,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261231,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261232,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261233,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261234,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261235,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261236,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261237,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261238,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261239,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261240,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261241,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261242,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261243,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261244,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261245,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261246,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261247,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261248,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261249,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261250,550000000.0,550000000.0,0.0,True,True,True,True,True,False,1,550000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261201,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261202,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261203,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261204,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261205,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261206,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261207,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261208,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261209,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261210,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261211,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261212,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261213,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261214,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261215,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261216,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261217,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261218,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261219,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261220,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261221,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261222,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261223,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261224,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261225,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261226,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261227,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261228,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261229,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261230,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261231,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261232,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261233,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261234,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261235,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261236,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261237,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261238,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261239,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261240,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261241,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261242,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261243,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261244,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261245,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261246,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261247,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261248,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261249,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261250,650000000.0,650000000.0,0.0,True,True,True,True,True,False,1,650000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261201,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261202,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261203,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261204,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261205,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261206,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261207,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261208,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261209,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261210,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261211,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261212,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261213,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261214,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261215,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261216,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261217,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261218,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261219,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261220,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261221,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261222,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261223,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261224,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261225,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261226,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261227,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261228,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261229,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261230,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261231,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261232,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261233,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261234,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261235,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261236,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261237,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261238,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261239,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261240,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261241,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261242,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261243,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261244,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261245,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261246,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261247,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261248,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261249,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261250,750000000.0,750000000.0,0.0,True,True,True,True,True,False,1,750000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261201,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261202,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261203,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261204,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261205,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261206,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261207,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261208,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261209,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261210,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261211,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261212,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261213,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261214,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261215,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261216,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261217,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261218,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261219,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261220,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261221,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261222,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261223,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261224,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261225,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261226,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261227,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261228,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261229,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
nominal_coverage,triangle,8,0.0,0.0,20261230,900000000.0,900000000.0,0.0,True,True,True,True,True,False,1,900000000,True,False
