geometry,rank,transition_width,noise,seed,observation_protocol,actual_inverse_mode,field_error,param_error,terminal_loss,anchor_loss,rank_prior_loss,smooth_time_loss,field_success,param_success,finite_result,training_mode,is_actual_pinn_training,field_recovery_status,low_dim_parameter_status,allowed_claim,forbidden_claim
uniform_strip,2,0.2,0.0,2026,terminal_only_multi_pulse,True,0.9032686177429006,0.022173773639139943,3.76938505439588e-05,0.0,1.031782934891723e-07,0.0003194034000068333,False,True,True,actual_weighted_low_rank_inverse,False,failed_but_informative,qualified_supported,terminal-only multi-pulse supports only low-dimensional parameter recovery under strong priors,full-grid arbitrary 2D recovery or terminal-only full hidden-field recovery
uniform_strip,2,0.2,0.0,2026,terminal_plus_sparse_anchors_2pct,True,0.03159850656444209,0.036789039664539815,0.00010375957572651948,0.00045594451288279684,0.0002593846506324939,0.002387664418239896,True,True,True,actual_weighted_low_rank_inverse,False,qualified_supported,qualified_supported,actual low-rank 2D inverse is protocol-limited and requires augmented observations,full-grid arbitrary 2D recovery or terminal-only full hidden-field recovery
uniform_strip,2,0.2,0.0,2026,terminal_plus_sensitivity_anchors,True,0.014850427340966747,0.007833562087843892,4.704460914440854e-06,0.0008807455461754236,6.683521241681915e-05,0.0024608571934285847,True,True,True,actual_weighted_low_rank_inverse,False,qualified_supported,qualified_supported,actual low-rank 2D inverse is protocol-limited and requires augmented observations,full-grid arbitrary 2D recovery or terminal-only full hidden-field recovery
uniform_strip,2,0.2,0.0,2026,terminal_plus_dense_anchors_5pct,True,0.016202198267622488,0.00793967396627417,4.832775519098251e-06,0.000911815230947837,0.00030205618937946093,0.0023915829987111573,True,True,True,actual_weighted_low_rank_inverse,False,qualified_supported,qualified_supported,actual low-rank 2D inverse is protocol-limited and requires augmented observations,full-grid arbitrary 2D recovery or terminal-only full hidden-field recovery
uniform_strip,2,0.2,0.0,2027,terminal_only_multi_pulse,True,0.9068623962584552,0.02215966099573014,3.776677537712088e-05,0.0,1.0376794315308755e-07,0.00032031221166361004,False,True,True,actual_weighted_low_rank_inverse,False,failed_but_informative,qualified_supported,terminal-only multi-pulse supports only low-dimensional parameter recovery under strong priors,full-grid arbitrary 2D recovery or terminal-only full hidden-field recovery
uniform_strip,2,0.2,0.0,2027,terminal_plus_sparse_anchors_2pct,True,0.018196559590709743,0.014224501395530465,1.5561726755545286e-05,0.0006889132182048962,8.909112553298203e-05,0.0024452081009568734,True,True,True,actual_weighted_low_rank_inverse,False,qualified_supported,qualified_supported,actual low-rank 2D inverse is protocol-limited and requires augmented observations,full-grid arbitrary 2D recovery or terminal-only full hidden-field recovery
uniform_strip,2,0.2,0.0,2027,terminal_plus_sensitivity_anchors,True,0.041382438400757386,0.018867830982593863,2.737963380852646e-05,0.001018862754026503,0.0013754531479240142,0.0023595812896914144,True,True,True,actual_weighted_low_rank_inverse,False,qualified_supported,qualified_supported,actual low-rank 2D inverse is protocol-limited and requires augmented observations,full-grid arbitrary 2D recovery or terminal-only full hidden-field recovery
uniform_strip,2,0.2,0.0,2027,terminal_plus_dense_anchors_5pct,True,0.021753514694294672,0.009569701944276823,7.043370013470448e-06,0.0011431267785248001,0.00027388904314251027,0.0024203021004356538,True,True,True,actual_weighted_low_rank_inverse,False,qualified_supported,qualified_supported,actual low-rank 2D inverse is protocol-limited and requires augmented observations,full-grid arbitrary 2D recovery or terminal-only full hidden-field recovery
uniform_strip,2,0.2,0.02,2026,terminal_only_multi_pulse,True,0.9054773115018682,0.026733556427364597,5.213752134229114e-05,0.0,7.215621856801273e-09,0.0003188862473380922,False,True,True,actual_weighted_low_rank_inverse,False,failed_but_informative,qualified_supported,terminal-only multi-pulse supports only low-dimensional parameter recovery under strong priors,full-grid arbitrary 2D recovery or terminal-only full hidden-field recovery
uniform_strip,2,0.2,0.02,2026,terminal_plus_sparse_anchors_2pct,True,0.03162451874684751,0.036822795512323585,0.00013117435112970093,0.00045593020236997246,0.0002579441119052385,0.00238699045682437,True,True,True,actual_weighted_low_rank_inverse,False,qualified_supported,qualified_supported,actual low-rank 2D inverse is protocol-limited and requires augmented observations,full-grid arbitrary 2D recovery or terminal-only full hidden-field recovery
uniform_strip,2,0.2,0.02,2026,terminal_plus_sensitivity_anchors,True,0.01605247756629478,0.010607534710245909,1.9325150041083787e-05,0.0008827032524704475,6.875955037612415e-05,0.0024594345133882654,True,True,True,actual_weighted_low_rank_inverse,False,qualified_supported,qualified_supported,actual low-rank 2D inverse is protocol-limited and requires augmented observations,full-grid arbitrary 2D recovery or terminal-only full hidden-field recovery
uniform_strip,2,0.2,0.02,2026,terminal_plus_dense_anchors_5pct,True,0.01653612656643419,0.00843300092530747,3.1000323519201454e-05,0.0009156257207558135,0.0002945002880876852,0.0023914115674388793,True,True,True,actual_weighted_low_rank_inverse,False,qualified_supported,qualified_supported,actual low-rank 2D inverse is protocol-limited and requires augmented observations,full-grid arbitrary 2D recovery or terminal-only full hidden-field recovery
